"survey_date","locality","village","grid_name","grid_number","plot","plot_number","square","dead_logs","tree_circumference","tree_dbh","tree_height","crown_distance_length","crown_distance_width","liana_number","herbaceous_height","herbaceous_cover","canopy_cover","observation","season"
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 1, 4 to 5",NA,3,0,NA,NA,NA,NA,NA,0,"0.2",20,0,"Aframomum forms around 20  % of the vegetation, and ferns around 30 %",1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 1, 4 to 5",NA,4,0,NA,NA,NA,NA,NA,0,"0.1",20,0,NA,1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 1, 10 to 11",NA,1,0,NA,NA,NA,NA,NA,0,"0.3",95,0,"creeping herbaceous forms around 70 % of the vegetation",1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 1, 10 to 11",NA,2,0,NA,NA,NA,NA,NA,0,"1",90,0,"lianas around",1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 1, 10 to 11",NA,3,0,NA,NA,NA,NA,NA,0,"1",60,0,NA,1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 1, 10 to 11",NA,4,0,NA,NA,NA,NA,NA,0,"1",60,0,"dominated by Syzygium jambos and lianescent herbaceous forms around 40 % of the vegetation",1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 2, 1 to 2",NA,1,0,"55","17.515923566878982",7,6,4,0,"1",20,0,"dominated by Aframomum and Clidemia hirta",1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 2, 1 to 2",NA,2,0,"59","18.789808917197451",10,4,3,0,NA,NA,0,"Aframomum forms around 10 % of the vegetation, and pineapple plants around 10 %",1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 2, 1 to 2",NA,2,0,"71","22.611464968152866",12,6,3,0,NA,NA,0,NA,1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 2, 1 to 2",NA,3,0,NA,NA,NA,NA,NA,0,"0.5",20,0,"pineapple plants  form around 50 % of the vegetation, and ferns around 50 %",1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 2, 1 to 2",NA,4,0,NA,NA,NA,NA,NA,0,"1.2",50,0,"ferns form around 60 % of the vegetation,",1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 2, 4 to 5",NA,1,0,"80","25.477707006369425",9,8,7,2,NA,NA,0,"in a vanilla field",1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 2, 4 to 5",NA,1,0,"42","13.375796178343949",7,6,5,2,NA,NA,0,NA,1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 2, 4 to 5",NA,2,0,"50","15.923566878980891",9,5,5,0,"0.5",40,0,"ferns form around 50 % of the vegetation, and pineapple plants around 30 %",1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 2, 4 to 5",NA,3,0,NA,NA,NA,NA,NA,0,"0.5",30,0,"Syzygium jambos forms around 50 % of the vegetation, and ferns around 30 %",1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 2, 4 to 5",NA,4,0,"20, 30, 32","6.3, 9.5, 10.1",6,8,5,4,NA,NA,0,NA,1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 2, 4 to 5",NA,4,0,"26, 26, 35, 41","8.2, 8.2, 11.1",6,5,5,4,NA,NA,0,NA,1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 2, 10 to 11",NA,1,0,NA,NA,NA,NA,NA,0,"2",80,0,"dominated by Lantana camara and Syzygium jambos",1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 2, 10 to 11",NA,2,0,NA,NA,NA,NA,NA,0,"1.5 to 2",80,0,"dominated by Lantana camara and Syzygium jambos",1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 2, 10 to 11",NA,3,0,NA,NA,NA,NA,NA,0,"1.5 to 2",70,0,"dominated by Lantana camara and Syzygium jambos",1
"2019-10-09","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Savoka",1,"Pitfall 2, 10 to 11",NA,4,0,NA,NA,NA,NA,NA,0,"2",100,0,"Aframomum forms around 10 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"13x14x24x25",NA,1,0,NA,NA,NA,NA,NA,1,"1",30,0,"Syzygium jambos forms around 90 % of the vegetation, and Aframomum around 10 %",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"13x14x24x25",NA,2,1,"55","17.515923566878982",7,9,3,0,NA,NA,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"13x14x24x25",NA,2,1,"81","25.796178343949045",10,7,7,0,NA,NA,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"13x14x24x25",NA,3,1,NA,NA,NA,NA,NA,0,"0",30,0,"Syzygium jambos forms around 30 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"13x14x24x25",NA,4,0,"21","6.6878980891719744",5,5,4,1,"2",90,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"20x21x31x32",NA,1,0,NA,NA,NA,NA,NA,0,"0.2",90,0,"scattered Gramineae in the square",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"20x21x31x32",NA,2,0,NA,NA,NA,NA,NA,0,"0.2",90,0,"scattered Gramineae in the square",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"20x21x31x32",NA,3,0,NA,NA,NA,NA,NA,0,"0.2",90,0,"pineapple plant in the square",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"20x21x31x32",NA,4,0,NA,NA,NA,NA,NA,0,"0.2",90,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"50x51x61x62",NA,1,0,NA,NA,NA,NA,NA,0,"0.3",50,0,"sugar cane of 2 to 3 m high forms around 70 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"50x51x61x62",NA,2,0,NA,NA,NA,NA,NA,0,"0.3",50,0,"sugar cane of 2 to 3 m high forms around 20 % of the vegetation, scattered ferns in the square",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"50x51x61x62",NA,3,0,NA,NA,NA,NA,NA,0,"0.3",80,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"50x51x61x62",NA,4,0,NA,NA,NA,NA,NA,0,"0.3",60,0,"sugar cane of 2 to 3 m high forms around 30 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"90x91x101x102",NA,1,0,NA,NA,NA,NA,NA,0,"3",90,0,"Aframomum forms around 90 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"90x91x101x102",NA,2,0,NA,NA,NA,NA,NA,1,"3",80,0,"Aframomum forms around 60 % of the vegetation, liana recored is small liana",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"90x91x101x102",NA,3,0,NA,NA,NA,NA,NA,0,"1.5",90,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"90x91x101x102",NA,4,0,NA,NA,NA,NA,NA,0,"1.5",90,0,"Aframomum forms around 70 % of the vegetation, ferns and Gramineae around",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"97x98x108x109",NA,1,0,NA,NA,NA,NA,NA,5,"2",80,0,"ferns form around 40 % of the vegetation, lianas recorded are small lianas",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"97x98x108x109",NA,2,0,"39","12.420382165605096",5,3,2,2,"1.2",60,0,"ferns form around 50 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"97x98x108x109",NA,3,0,"28","8.9171974522292992",7,4,4,1,"0.6",80,0,"one Cyathea of 5 m high in the square",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"97x98x108x109",NA,4,1,"20","6.3694267515923562",6,3,2,4,NA,NA,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"97x98x108x109",NA,4,1,"25, 25","7.9, 7.9",5,4,2,4,NA,NA,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"97x98x108x109",NA,4,1,"28","8.9171974522292992",5,3,2,4,NA,NA,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"97x98x108x109",NA,4,1,"19, 23","6.1, 7.3",6,4,3,4,NA,NA,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 3, 1 to 2",NA,1,0,"22, 24","7.0, 7.6",5,5,3,0,NA,NA,0,"ferns form around 10 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 3, 1 to 2",NA,1,0,"19, 32","6.1, 10.1",6,6,3,0,NA,NA,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 3, 1 to 2",NA,1,0,"35","11.146496815286623",5,1,1,0,NA,NA,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 3, 1 to 2",NA,1,0,"38","12.101910828025478",6,1,0.5,0,NA,NA,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 3, 1 to 2",NA,2,0,NA,NA,NA,NA,NA,0,"0.3",60,0,"Aframomum forms around 40 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 3, 1 to 2",NA,3,0,"17","5.4140127388535033",2.5,4,4,0,"0.8",80,0,"ferns form around 40 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 3, 1 to 2",NA,4,0,NA,NA,NA,NA,NA,0,"1",90,0,"few vanilla plants in the square",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 3, 5 to 6",NA,1,0,NA,NA,NA,NA,NA,0,"0.8",70,0,"Gramineae form around 40 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 3, 5 to 6",NA,2,0,NA,NA,NA,NA,NA,0,"1",70,0,"Gramineae form around 40 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 3, 5 to 6",NA,3,0,NA,NA,NA,NA,NA,0,"2",90,0,"Gramineae up to 2 m high form around 90 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 3, 5 to 6",NA,4,0,NA,NA,NA,NA,NA,0,"0.4",80,0,"Gramineae up to 2 m high form around 80 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 3, 10 to 11",NA,1,0,NA,NA,NA,NA,NA,0,"2",90,0,"Gramineae of 2 m  to 3 m high in the square",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 3, 10 to 11",NA,2,0,NA,NA,NA,NA,NA,0,"1",80,0,"ferns form around 70 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 3, 10 to 11",NA,3,0,"23","7.3248407643312099",5,2,2,0,"1",90,0,"Aframomum forms around 10 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 3, 10 to 11",NA,4,0,"20","6.3694267515923562",4,2,2,0,"1",90,0,"ferns form around 50 % of the vegetation, and Gramineae around 20 %",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 4, 1 to 2",NA,1,0,NA,NA,NA,NA,NA,0,"1",40,0,"bucket is located near a small marsh, Clidemia hirta forms around 40 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 4, 1 to 2",NA,2,0,NA,NA,NA,NA,NA,0,"1",60,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 4, 1 to 2",NA,3,0,"28","8.9171974522292992",4,7,3,0,"1.2",70,0,"Aframomum forms around 10 % of the vegetation",1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 4, 1 to 2",NA,4,0,NA,NA,NA,NA,NA,0,"1.2",100,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 4, 5 to 6",NA,1,0,NA,NA,NA,NA,NA,0,"1.5",100,0,NA,1
"2019-10-17","Madagascar, Region SAVA, District Sambava, Commune Rurale Maroambihy, Fokontany Mandena","Mandena","Sugar cane",2,"Pitfall 4, 5 to 6",NA,2,0,NA,NA,NA,NA,NA,0,"1.5",80,0,NA,1
