otu_ID,asv_ID,asv_ID_top,Phylum,Class,Order,Family,Genus,Species
67,ASV_2826,ASV_2469,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
67,ASV_2841,ASV_2469,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
67,ASV_3192,ASV_2469,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
67,ASV_3326,ASV_2469,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
68,ASV_1284,ASV_1284,Nematoda,NA,NA,NA,NA,NA
68,ASV_2850,ASV_1284,Nematoda,NA,NA,NA,NA,NA
68,ASV_2984,ASV_1284,Nematoda,NA,NA,NA,NA,NA
68,ASV_2991,ASV_1284,Nematoda,NA,NA,NA,NA,NA
68,ASV_696,ASV_1284,Nematoda,NA,NA,NA,NA,NA
69,ASV_2235,ASV_264,Nematoda,Chromadorea,NA,NA,NA,NA
69,ASV_264,ASV_264,Nematoda,Chromadorea,NA,NA,NA,NA
69,ASV_287,ASV_264,Nematoda,Chromadorea,NA,NA,NA,NA
70,ASV_1247,ASV_1247,Nematoda,Chromadorea,NA,NA,NA,NA
70,ASV_3901,ASV_1247,Nematoda,Chromadorea,NA,NA,NA,NA
71,ASV_2195,ASV_2195,Nematoda,Chromadorea,NA,NA,NA,NA
72,ASV_101,ASV_101,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
72,ASV_296,ASV_101,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
72,ASV_345,ASV_101,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
72,ASV_941,ASV_101,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
73,ASV_3086,ASV_3086,Nematoda,NA,NA,NA,NA,NA
73,ASV_3364,ASV_3086,Nematoda,NA,NA,NA,NA,NA
74,ASV_2320,ASV_2320,Nematoda,Chromadorea,NA,NA,NA,NA
74,ASV_3193,ASV_2320,Nematoda,Chromadorea,NA,NA,NA,NA
74,ASV_4015,ASV_2320,Nematoda,Chromadorea,NA,NA,NA,NA
74,ASV_4106,ASV_2320,Nematoda,Chromadorea,NA,NA,NA,NA
75,ASV_1772,ASV_1772,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
75,ASV_2260,ASV_1772,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
75,ASV_3093,ASV_1772,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
75,ASV_3413,ASV_1772,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
76,ASV_1783,ASV_1783,Nematoda,Chromadorea,NA,NA,NA,NA
76,ASV_1971,ASV_1783,Nematoda,Chromadorea,NA,NA,NA,NA
77,ASV_727,ASV_727,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
77,ASV_789,ASV_727,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
78,ASV_2797,ASV_2797,Nematoda,Chromadorea,NA,NA,NA,NA
78,ASV_3030,ASV_2797,Nematoda,Chromadorea,NA,NA,NA,NA
78,ASV_3108,ASV_2797,Nematoda,Chromadorea,NA,NA,NA,NA
78,ASV_3251,ASV_2797,Nematoda,Chromadorea,NA,NA,NA,NA
78,ASV_3911,ASV_2797,Nematoda,Chromadorea,NA,NA,NA,NA
79,ASV_1348,ASV_1348,Nematoda,Chromadorea,NA,NA,NA,NA
79,ASV_1811,ASV_1348,Nematoda,Chromadorea,NA,NA,NA,NA
80,ASV_2124,ASV_2124,Nematoda,Chromadorea,NA,NA,NA,NA
80,ASV_3007,ASV_2124,Nematoda,Chromadorea,NA,NA,NA,NA
80,ASV_3017,ASV_2124,Nematoda,Chromadorea,NA,NA,NA,NA
80,ASV_3806,ASV_2124,Nematoda,Chromadorea,NA,NA,NA,NA
81,ASV_422,ASV_422,Nematoda,NA,NA,NA,NA,NA
81,ASV_581,ASV_422,Nematoda,NA,NA,NA,NA,NA
82,ASV_1574,ASV_1574,Nematoda,Chromadorea,NA,NA,NA,NA
82,ASV_1722,ASV_1574,Nematoda,Chromadorea,NA,NA,NA,NA
83,ASV_224,ASV_224,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
83,ASV_260,ASV_224,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
84,ASV_1012,ASV_27,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,NA
84,ASV_112,ASV_27,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,NA
84,ASV_1164,ASV_27,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,NA
84,ASV_1390,ASV_27,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,NA
84,ASV_175,ASV_27,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,NA
84,ASV_27,ASV_27,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,NA
84,ASV_336,ASV_27,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,NA
84,ASV_397,ASV_27,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,NA
84,ASV_408,ASV_27,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,NA
84,ASV_523,ASV_27,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,NA
84,ASV_552,ASV_27,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,NA
84,ASV_613,ASV_27,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,NA
84,ASV_63,ASV_27,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,NA
84,ASV_656,ASV_27,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,NA
84,ASV_77,ASV_27,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Oscheius,NA
85,ASV_1816,ASV_1816,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
85,ASV_2432,ASV_1816,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
85,ASV_3769,ASV_1816,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
85,ASV_3821,ASV_1816,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
86,ASV_1148,ASV_1148,Nematoda,Chromadorea,NA,NA,NA,NA
86,ASV_855,ASV_1148,Nematoda,Chromadorea,NA,NA,NA,NA
87,ASV_1626,ASV_1626,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
87,ASV_1676,ASV_1626,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
87,ASV_1993,ASV_1626,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
87,ASV_2205,ASV_1626,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
87,ASV_3044,ASV_1626,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
87,ASV_823,ASV_1626,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
87,ASV_851,ASV_1626,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
88,ASV_1445,ASV_1445,Nematoda,NA,NA,NA,NA,NA
88,ASV_1929,ASV_1445,Nematoda,NA,NA,NA,NA,NA
88,ASV_775,ASV_1445,Nematoda,NA,NA,NA,NA,NA
88,ASV_952,ASV_1445,Nematoda,NA,NA,NA,NA,NA
89,ASV_1295,ASV_187,Nematoda,NA,NA,NA,NA,NA
89,ASV_1383,ASV_187,Nematoda,NA,NA,NA,NA,NA
